Time [s],Burn Time [s],distance surface,AirDensity [kg/m3],AirPressure [kPa],AirTemprature [K],SpeedOfSound [m/s],Propellant Mass [kg],Mass [kg],Thrust [N],Fx-aero [N],Fy-aero [N],Fz-aero [N],Fx-thrust [N],Fy-thrust [N],Fz-thrust [N],Fx-gravity [N],Fy-gravity [N],Fz-gravity [N],Accx-body [m/s2],Accy-body [m/s2],Accz-body [m/s2],Gccx-body [G],Gccy-body [G],Gccz-body [G],Accx-ECI [m/s2],Accy-ECI [m/s2],Accz-ECI [m/s2],Vx-body [m/s],Vy-body [m/s],Vz-body [m/s],MachNumber [-],DynamicPressure [kPa],Vx-NED [m/s],Vy-NED [m/s],Vz-NED [m/s],Vx-ECEF [m/s],Vy-ECEF [m/s],Vz-ECEF [m/s],Vx-ECI [m/s],Vy-ECI [m/s],Vz-ECI [m/s],X-ECEF [km],Y-ECEF [km],Z-ECEF [km],X-ECI [km],Y-ECI [km],Z-ECI [km],Latitude [deg],Longitude [deg],Altitude [m],Azimuth [deg],Elvation [deg],Roll [deg],Time [s],Time of IIP [s],Latitude of IIP [deg],Longitude of IIP [deg],
210.9000,211.6046,322,0.000004,0.000204,186.867300,274.038534,-358.35814165,2041.64185835,0.00000000,-0.44093943,0.01513011,-1.64245937,0.00000000,0.00000000,0.00000000,-22783.03403176,0.00000000,1993.25719850,-9.49311457,0.00000630,0.82983947,-0.96885436,0.00000064,0.08469229,-1.79854535,-7.30821412,-5.84492077,628.75713128,-1.09772300,118.47639936,2.33479186,0.00077975,-1.09772300,-172.82535568,-616.03862199,290.83817320,427.39507587,376.98806145,-77.94534447,520.92203233,376.98806145,1298.2190561934,4946.9391808082,3945.6763202241,1221.7340189426,4966.3815765039,3945.6763202241,37.83303927,75.29551543,89429.59797004,-90.00000000,85.00000000,0.00000000,211.6046,150.3078,37.65003807,76.02466477,
211.5000,211.6046,322,0.000004,0.000204,186.867300,274.038534,-358.35814165,2041.64185835,0.00000000,-0.44093943,0.01513011,-1.64245937,0.00000000,0.00000000,0.00000000,-22783.03403176,0.00000000,1993.25719850,-9.49311457,0.00000630,0.82983947,-0.96885436,0.00000064,0.08469229,-1.79854535,-7.30821412,-5.84492077,628.75713128,-1.09772300,118.47639936,2.33479186,0.00077975,-1.09772300,-172.82535568,-616.03862199,290.83817320,427.39507587,376.98806145,-77.94534447,520.92203233,376.98806145,1298.2190561934,4946.9391808082,3945.6763202241,1221.7340189426,4966.3815765039,3945.6763202241,37.83303927,75.29551543,89429.59797004,-90.00000000,85.00000000,0.00000000,211.6046,150.3078,37.65003807,76.02466477,
212.1000,212.6046,322,0.000003,0.000183,186.867300,274.038534,-358.35814165,2041.64185835,0.00000000,-0.38404076,0.01342602,-1.46246932,0.00000000,0.00000000,0.00000000,-22778.72799774,0.00000000,1992.88046934,-9.49129668,0.00000559,0.82975750,-0.96866883,0.00000057,0.08468392,-1.79784203,-7.30690898,-5.84380488,619.27581020,-1.10241527,119.35962386,2.30140850,0.00067913,-1.10241527,-172.87886766,-606.51640210,288.99587934,420.10022583,371.14370021,-79.74353688,513.61447258,371.14370021,1298.5089732922,4947.3629283170,3946.0503860119,1221.6551744434,4966.8988446476,3946.0503860119,37.83302950,75.29357910,90040.87533138,-90.00000000,85.00000000,0.00000000,212.6046,149.3588,37.64998104,76.02863879,
212.7000,213.6046,322,0.000003,0.000164,186.867300,274.038534,-358.35814165,2041.64185835,0.00000000,-0.33476879,0.01192605,-1.30349512,0.00000000,0.00000000,0.00000000,-22774.49022722,0.00000000,1992.50971246,-9.48951042,0.00000497,0.82966926,-0.96848652,0.00000051,0.08467492,-1.79715345,-7.30562542,-5.84270791,609.79621575,-1.10710808,120.24192083,2.26807166,0.00059200,-1.10710808,-172.93160612,-596.99598313,287.15270835,412.80706952,365.30044538,-81.54103343,506.30820718,365.30044538,1298.7970476597,4947.7793818245,3946.4186079933,1221.5745321008,4967.4088058805,3946.4186079933,37.83301968,75.29164237,90642.63137586,-90.00000000,85.00000000,0.00000000,213.6046,148.4102,37.64992428,76.03261110,
213.3000,213.6046,322,0.000003,0.000164,186.867300,274.038534,-358.35814165,2041.64185835,0.00000000,-0.33476879,0.01192605,-1.30349512,0.00000000,0.00000000,0.00000000,-22774.49022722,0.00000000,1992.50971246,-9.48951042,0.00000497,0.82966926,-0.96848652,0.00000051,0.08467492,-1.79715345,-7.30562542,-5.84270791,609.79621575,-1.10710808,120.24192083,2.26807166,0.00059200,-1.10710808,-172.93160612,-596.99598313,287.15270835,412.80706952,365.30044538,-81.54103343,506.30820718,365.30044538,1298.7970476597,4947.7793818245,3946.4186079933,1221.5745321008,4967.4088058805,3946.4186079933,37.83301968,75.29164237,90642.63137586,-90.00000000,85.00000000,0.00000000,213.6046,148.4102,37.64992428,76.03261110,
213.9000,214.6046,322,0.000003,0.000148,186.872593,274.042415,-358.35814165,2041.64185835,0.00000000,-0.29208284,0.01060514,-1.16302633,0.00000000,0.00000000,0.00000000,-22770.32065104,0.00000000,1992.14492182,-9.48775531,0.00000442,0.82957579,-0.96830740,0.00000045,0.08466538,-1.79647850,-7.30436342,-5.84162963,600.31831661,-1.11180138,121.12328484,2.23475137,0.00051652,-1.11180138,-172.98356295,-587.47733432,285.30864614,405.51558562,359.45827816,-83.33784831,499.00321456,359.45827816,1299.0832784118,4948.1885430135,3946.7809872652,1221.4920926037,4967.9114614862,3946.7809872652,37.83300983,75.28970522,91234.86788899,-90.00000000,85.00000000,0.00000000,214.6046,147.4619,37.64986780,76.03658171,
214.5000,214.6046,322,0.000003,0.000148,186.872593,274.042415,-358.35814165,2041.64185835,0.00000000,-0.29208284,0.01060514,-1.16302633,0.00000000,0.00000000,0.00000000,-22770.32065104,0.00000000,1992.14492182,-9.48775531,0.00000442,0.82957579,-0.96830740,0.00000045,0.08466538,-1.79647850,-7.30436342,-5.84162963,600.31831661,-1.11180138,121.12328484,2.23475137,0.00051652,-1.11180138,-172.98356295,-587.47733432,285.30864614,405.51558562,359.45827816,-83.33784831,499.00321456,359.45827816,1299.0832784118,4948.1885430135,3946.7809872652,1221.4920926037,4967.9114614862,3946.7809872652,37.83300983,75.28970522,91234.86788899,-90.00000000,85.00000000,0.00000000,214.6046,147.4619,37.64986780,76.03658171,
215.1000,215.6046,322,0.000002,0.000133,186.931465,274.085578,-358.35814165,2041.64185835,0.00000000,-0.25508372,0.00944128,-1.03884844,0.00000000,0.00000000,0.00000000,-22766.21920123,0.00000000,1991.78609145,-9.48603095,0.00000393,0.82947802,-0.96813141,0.00000040,0.08465540,-1.79581618,-7.30312296,-5.84056986,590.84208186,-1.11649514,122.00371146,2.20116645,0.00045109,-1.11649514,-173.03473100,-577.96042527,283.46367969,398.22575282,353.61717995,-85.13399464,491.69947316,353.61717995,1299.3676646506,4948.5904135461,3947.1375249060,1221.4078566270,4968.4068127267,3947.1375249060,37.83299993,75.28776767,91817.58662570,-90.00000000,85.00000000,0.00000000,215.6046,146.5140,37.64981160,76.04055061,
215.7000,216.6046,322,0.000002,0.000120,187.053124,274.174754,-358.35814165,2041.64185835,0.00000000,-0.22299507,0.00841515,-0.92901021,0.00000000,0.00000000,0.00000000,-22762.18581094,0.00000000,1991.43321553,-9.48433700,0.00000351,0.82937675,-0.96795853,0.00000036,0.08464506,-1.79516563,-7.30190402,-5.83952843,581.36748100,-1.12118932,122.88319709,2.16728015,0.00039434,-1.12118932,-173.08510404,-568.44522590,281.61779689,390.93754982,347.77713233,-86.92948460,484.39696146,347.77713233,1299.6502054657,4948.9849950625,3947.4882219753,1221.3218248332,4968.8948608425,3947.4882219753,37.83299000,75.28582973,92390.78931070,-90.00000000,85.00000000,0.00000000,216.6046,145.5665,37.64975568,76.04451780,
216.3000,216.6046,322,0.000002,0.000120,187.053124,274.174754,-358.35814165,2041.64185835,0.00000000,-0.22299507,0.00841515,-0.92901021,0.00000000,0.00000000,0.00000000,-22762.18581094,0.00000000,1991.43321553,-9.48433700,0.00000351,0.82937675,-0.96795853,0.00000036,0.08464506,-1.79516563,-7.30190402,-5.83952843,581.36748100,-1.12118932,122.88319709,2.16728015,0.00039434,-1.12118932,-173.08510404,-568.44522590,281.61779689,390.93754982,347.77713233,-86.92948460,484.39696146,347.77713233,1299.6502054657,4948.9849950625,3947.4882219753,1221.3218248332,4968.8948608425,3947.4882219753,37.83299000,75.28582973,92390.78931070,-90.00000000,85.00000000,0.00000000,216.6046,145.5665,37.64975568,76.04451780,
216.9000,217.6046,322,0.000002,0.000109,187.234716,274.307807,-358.35814165,2041.64185835,0.00000000,-0.19514701,0.00750984,-0.83179392,0.00000000,0.00000000,0.00000000,-22758.22041449,0.00000000,1991.08628829,-9.48267315,0.00000313,0.82927271,-0.96778872,0.00000032,0.08463444,-1.79452608,-7.30070658,-5.83850520,571.89448382,-1.12588391,123.76173890,2.13312841,0.00034510,-1.12588391,-173.13467663,-558.93170637,279.77098644,383.65095532,341.93811703,-88.72432957,477.09565796,341.93811703,1299.9308999351,4949.3722891819,3947.8330795148,1221.2339978728,4969.3756070524,3947.8330795148,37.83298002,75.28389140,92954.47763872,-90.00000000,85.00000000,0.00000000,217.6046,144.6194,37.64970004,76.04848328,
217.5000,217.6046,322,0.000002,0.000109,187.234716,274.307807,-358.35814165,2041.64185835,0.00000000,-0.19514701,0.00750984,-0.83179392,0.00000000,0.00000000,0.00000000,-22758.22041449,0.00000000,1991.08628829,-9.48267315,0.00000313,0.82927271,-0.96778872,0.00000032,0.08463444,-1.79452608,-7.30070658,-5.83850520,571.89448382,-1.12588391,123.76173890,2.13312841,0.00034510,-1.12588391,-173.13467663,-558.93170637,279.77098644,383.65095532,341.93811703,-88.72432957,477.09565796,341.93811703,1299.9308999351,4949.3722891819,3947.8330795148,1221.2339978728,4969.3756070524,3947.8330795148,37.83298002,75.28389140,92954.47763872,-90.00000000,85.00000000,0.00000000,217.6046,144.6194,37.64970004,76.04848328,
218.1000,218.6046,322,0.000002,0.000099,187.473561,274.482711,-358.35814165,2041.64185835,0.00000000,-0.17096245,0.00671053,-0.74569145,0.00000000,0.00000000,0.00000000,-22754.32294732,0.00000000,1990.74530410,-9.48103913,0.00000280,0.82916651,-0.96762196,0.00000029,0.08462361,-1.79389686,-7.29953063,-5.83750003,562.42306041,-1.13057888,124.63933472,2.09874563,0.00030233,-1.13057888,-173.18344399,-549.41983707,277.92323775,376.36594805,336.10011592,-90.51854020,469.79554114,336.10011592,1300.2097471258,4949.7522975022,3948.1720985475,1221.1443763855,4969.8490525539,3948.1720985475,37.83297000,75.28195269,93508.65327478,-90.00000000,85.00000000,0.00000000,218.6046,143.6727,37.64964467,76.05244703,
218.7000,219.6046,322,0.000002,0.000090,187.767133,274.697538,-358.35814165,2041.64185835,0.00000000,-0.14994635,0.00600438,-0.66938826,0.00000000,0.00000000,0.00000000,-22750.49334603,0.00000000,1990.41025740,-9.47943471,0.00000250,0.82905870,-0.96745821,0.00000026,0.08461260,-1.79327737,-7.29837618,-5.83651284,552.95318111,-1.13527424,125.51598297,2.06416470,0.00026516,-1.13527424,-173.23140197,-539.90958860,276.07454086,369.08250670,330.26311098,-92.31212653,462.49658953,330.26311098,1300.4867460946,4950.1250215999,3948.5052800787,1221.0529610005,4970.3151985231,3948.5052800787,37.83295994,75.28001359,94053.31785438,-90.00000000,85.00000000,0.00000000,219.6046,142.7263,37.64958958,76.05640904,
219.3000,219.6046,322,0.000002,0.000090,187.767133,274.697538,-358.35814165,2041.64185835,0.00000000,-0.14994635,0.00600438,-0.66938826,0.00000000,0.00000000,0.00000000,-22750.49334603,0.00000000,1990.41025740,-9.47943471,0.00000250,0.82905870,-0.96745821,0.00000026,0.08461260,-1.79327737,-7.29837618,-5.83651284,552.95318111,-1.13527424,125.51598297,2.06416470,0.00026516,-1.13527424,-173.23140197,-539.90958860,276.07454086,369.08250670,330.26311098,-92.31212653,462.49658953,330.26311098,1300.4867460946,4950.1250215999,3948.5052800787,1221.0529610005,4970.3151985231,3948.5052800787,37.83295994,75.28001359,94053.31785438,-90.00000000,85.00000000,0.00000000,219.6046,142.7263,37.64958958,76.05640904,
219.9000,220.6046,322,0.000001,0.000081,188.113042,274.950449,-358.35814165,2041.64185835,0.00000000,-0.13167135,0.00538009,-0.60172731,0.00000000,0.00000000,0.00000000,-22746.73154837,0.00000000,1990.08114275,-9.47785967,0.00000224,0.82894976,-0.96729746,0.00000023,0.08460148,-1.79266711,-7.29724320,-5.83554351,543.48481648,-1.13996997,126.39168257,2.02941716,0.00023285,-1.13996997,-173.27854691,-530.40093170,274.22488634,361.80061000,324.42708429,-94.10509802,455.19878163,324.42708429,1300.7618958883,4950.4904630305,3948.8326250955,1220.9597523374,4970.7740461142,3948.8326250955,37.83294984,75.27807413,94588.47298372,-90.00000000,85.00000000,0.00000000,220.6046,141.7803,37.64953477,76.06036931,
220.5000,220.6046,322,0.000001,0.000081,188.113042,274.950449,-358.35814165,2041.64185835,0.00000000,-0.13167135,0.00538009,-0.60172731,0.00000000,0.00000000,0.00000000,-22746.73154837,0.00000000,1990.08114275,-9.47785967,0.00000224,0.82894976,-0.96729746,0.00000023,0.08460148,-1.79266711,-7.29724320,-5.83554351,543.48481648,-1.13996997,126.39168257,2.02941716,0.00023285,-1.13996997,-173.27854691,-530.40093170,274.22488634,361.80061000,324.42708429,-94.10509802,455.19878163,324.42708429,1300.7618958883,4950.4904630305,3948.8326250955,1220.9597523374,4970.7740461142,3948.8326250955,37.83294984,75.27807413,94588.47298372,-90.00000000,85.00000000,0.00000000,220.6046,141.7803,37.64953477,76.06036931,
221.1000,221.6046,322,0.000001,0.000074,188.509024,275.239685,-358.35814165,2041.64185835,0.00000000,-0.11576784,0.00482775,-0.54168715,0.00000000,0.00000000,0.00000000,-22743.03749319,0.00000000,1989.75795480,-9.47631386,0.00000201,0.82884011,-0.96713970,0.00000021,0.08459029,-1.79206562,-7.29613170,-5.83459196,534.01793727,-1.14466608,127.26643287,1.99453321,0.00020472,-1.14466608,-173.32487564,-520.89383731,272.37426524,354.52023667,318.59201804,-95.89746367,447.90209597,318.59201804,1301.0351955450,4950.8486233277,3949.1541345674,1220.8647510064,4971.2255964604,3949.1541345674,37.83293970,75.27613431,95114.12023983,-90.00000000,85.00000000,0.00000000,221.6046,140.8348,37.64948024,76.06432782,
221.7000,222.6046,322,0.000001,0.000068,188.952922,275.563560,-358.35814165,2041.64185835,0.00000000,-0.10191642,0.00433866,-0.48836709,0.00000000,0.00000000,0.00000000,-22739.41112050,0.00000000,1989.44068830,-9.47479710,0.00000181,0.82873013,-0.96698490,0.00000018,0.08457907,-1.79147250,-7.29504166,-5.83365813,524.55251439,-1.14936257,128.14023365,1.95954181,0.00018023,-1.14936257,-173.37038538,-511.38827647,270.52266903,347.24136543,312.75789446,-97.68923205,440.60651108,312.75789446,1301.3066440938,4951.1995040045,3949.4698094458,1220.7679576091,4971.6698506731,3949.4698094458,37.83292952,75.27419412,95630.26117072,-90.00000000,85.00000000,0.00000000,222.6046,139.8896,37.64942598,76.06828455,
222.3000,222.6046,322,0.000001,0.000068,188.952922,275.563560,-358.35814165,2041.64185835,0.00000000,-0.10191642,0.00433866,-0.48836709,0.00000000,0.00000000,0.00000000,-22739.41112050,0.00000000,1989.44068830,-9.47479710,0.00000181,0.82873013,-0.96698490,0.00000018,0.08457907,-1.79147250,-7.29504166,-5.83365813,524.55251439,-1.14936257,128.14023365,1.95954181,0.00018023,-1.14936257,-173.37038538,-511.38827647,270.52266903,347.24136543,312.75789446,-97.68923205,440.60651108,312.75789446,1301.3066440938,4951.1995040045,3949.4698094458,1220.7679576091,4971.6698506731,3949.4698094458,37.83292952,75.27419412,95630.26117072,-90.00000000,85.00000000,0.00000000,222.6046,139.8896,37.64942598,76.06828455,
222.9000,223.6046,322,0.000001,0.000062,189.442681,275.920454,-358.35814165,2041.64185835,0.00000000,-0.08984124,0.00390516,-0.44097369,0.00000000,0.00000000,0.00000000,-22735.85237142,0.00000000,1989.12933810,-9.47330926,0.00000163,0.82862015,-0.96683306,0.00000017,0.08456785,-1.79088739,-7.29397309,-5.83274194,515.08851891,-1.15405946,129.01308500,1.92447074,0.00015887,-1.15405946,-173.41507371,-501.88422034,268.67008956,339.96397499,306.92469590,-99.48041134,433.31200549,306.92469590,1301.5762405553,4951.5431065522,3949.7796506646,1220.6693727387,4972.1068098423,3949.7796506646,37.83291930,75.27225359,96136.89729552,-90.00000000,85.00000000,0.00000000,223.6046,138.9448,37.64937200,76.07223949,
223.5000,223.6046,322,0.000001,0.000062,189.442681,275.920454,-358.35814165,2041.64185835,0.00000000,-0.08984124,0.00390516,-0.44097369,0.00000000,0.00000000,0.00000000,-22735.85237142,0.00000000,1989.12933810,-9.47330926,0.00000163,0.82862015,-0.96683306,0.00000017,0.08456785,-1.79088739,-7.29397309,-5.83274194,515.08851891,-1.15405946,129.01308500,1.92447074,0.00015887,-1.15405946,-173.41507371,-501.88422034,268.67008956,339.96397499,306.92469590,-99.48041134,433.31200549,306.92469590,1301.5762405553,4951.5431065522,3949.7796506646,1220.6693727387,4972.1068098423,3949.7796506646,37.83291930,75.27225359,96136.89729552,-90.00000000,85.00000000,0.00000000,223.6046,138.9448,37.64937200,76.07223949,
224.1000,224.6046,322,0.000001,0.000057,189.976331,276.308807,-358.35814165,2041.64185835,0.00000000,-0.07930415,0.00352056,-0.39880851,0.00000000,0.00000000,0.00000000,-22732.36118820,0.00000000,1988.82389914,-9.47185021,0.00000147,0.82851045,-0.96668415,0.00000015,0.08455665,-1.79030998,-7.29292598,-5.83184334,505.62592203,-1.15875675,129.88498734,1.88934667,0.00014024,-1.15875675,-173.45893854,-492.38164020,266.81651900,332.68804410,301.09240473,-101.27100940,426.01855774,301.09240473,1301.8439839425,4951.8794324410,3950.0836591401,1220.5689969802,4972.5364750367,3950.0836591401,37.83290903,75.27031271,96634.03010456,-90.00000000,85.00000000,0.00000000,224.6046,138.0005,37.64931830,76.07619263,
224.7000,225.6046,322,0.000001,0.000052,190.551985,276.727117,-358.35814165,2041.64185835,0.00000000,-0.07009961,0.00317898,-0.36125711,0.00000000,0.00000000,0.00000000,-22728.93751421,0.00000000,1988.52436648,-9.47041984,0.00000132,0.82840130,-0.96653817,0.00000014,0.08454551,-1.78974000,-7.29190033,-5.83096227,496.16469505,-1.16345447,130.75594133,1.85419524,0.00012396,-1.16345447,-173.50197802,-482.88050740,264.96194979,325.41355146,295.26100338,-103.06103378,418.72614638,295.26100338,1302.1098732605,4952.2084831198,3950.3818357707,1220.4668309111,4972.9588473033,3950.3818357707,37.83289873,75.26837149,97121.66105951,-90.00000000,85.00000000,0.00000000,225.6046,137.0565,37.64926487,76.08014394,
225.3000,225.6046,322,0.000001,0.000052,190.551985,276.727117,-358.35814165,2041.64185835,0.00000000,-0.07009961,0.00317898,-0.36125711,0.00000000,0.00000000,0.00000000,-22728.93751421,0.00000000,1988.52436648,-9.47041984,0.00000132,0.82840130,-0.96653817,0.00000014,0.08454551,-1.78974000,-7.29190033,-5.83096227,496.16469505,-1.16345447,130.75594133,1.85419524,0.00012396,-1.16345447,-173.50197802,-482.88050740,264.96194979,325.41355146,295.26100338,-103.06103378,418.72614638,295.26100338,1302.1098732605,4952.2084831198,3950.3818357707,1220.4668309111,4972.9588473033,3950.3818357707,37.83289873,75.26837149,97121.66105951,-90.00000000,85.00000000,0.00000000,225.6046,137.0565,37.64926487,76.08014394,
225.9000,226.6046,322,0.000001,0.000048,191.167825,277.173930,-358.35814165,2041.64185835,0.00000000,-0.06205022,0.00287527,-0.32777912,0.00000000,0.00000000,0.00000000,-22725.58129395,0.00000000,1988.23073526,-9.46901806,0.00000120,0.82829290,-0.96639510,0.00000012,0.08453445,-1.78917720,-7.29089612,-5.83009870,486.70480939,-1.16815261,131.62594789,1.81904108,0.00010973,-1.16815261,-173.54419058,-473.38079340,263.10637465,318.14047582,289.43047435,-104.85049178,411.43474994,289.43047435,1302.3739075068,4952.5302600163,3950.6741814376,1220.3628751014,4973.3739276677,3950.6741814376,37.83288839,75.26642994,97599.79159342,-90.00000000,85.00000000,0.00000000,226.6046,136.1130,37.64921172,76.08409341,
226.5000,226.6046,322,0.000001,0.000048,191.167825,277.173930,-358.35814165,2041.64185835,0.00000000,-0.06205022,0.00287527,-0.32777912,0.00000000,0.00000000,0.00000000,-22725.58129395,0.00000000,1988.23073526,-9.46901806,0.00000120,0.82829290,-0.96639510,0.00000012,0.08453445,-1.78917720,-7.29089612,-5.83009870,486.70480939,-1.16815261,131.62594789,1.81904108,0.00010973,-1.16815261,-173.54419058,-473.38079340,263.10637465,318.14047582,289.43047435,-104.85049178,411.43474994,289.43047435,1302.3739075068,4952.5302600163,3950.6741814376,1220.3628751014,4973.3739276677,3950.6741814376,37.83288839,75.26642994,97599.79159342,-90.00000000,85.00000000,0.00000000,226.6046,136.1130,37.64921172,76.08409341,
227.1000,227.6046,322,0.000001,0.000044,191.822096,277.647838,-358.35814165,2041.64185835,0.00000000,-0.05500292,0.00260491,-0.29789946,0.00000000,0.00000000,0.00000000,-22722.29247302,0.00000000,1987.94300071,-9.46764478,0.00000109,0.82818546,-0.96625495,0.00000011,0.08452348,-1.78862137,-7.28991337,-5.82925257,477.24623656,-1.17285122,132.49500812,1.78390788,0.00009727,-1.17285122,-173.58557483,-463.88246970,261.24978649,310.86879590,283.60080017,-106.63939049,404.14434698,283.60080017,1302.6360856721,4952.8447645367,3950.9606970044,1220.2571301140,4973.7817171343,3950.9606970044,37.83287800,75.26448806,98068.42311084,-90.00000000,85.00000000,0.00000000,227.6046,135.1700,37.64915884,76.08804102,
227.7000,228.6046,322,0.000001,0.000041,192.513100,278.147476,-358.35814165,2041.64185835,0.00000000,-0.04882556,0.00236394,-0.27120048,0.00000000,0.00000000,0.00000000,-22719.07099815,0.00000000,1987.66115818,-9.46629993,0.00000098,0.82807915,-0.96611769,0.00000010,0.08451263,-1.78807232,-7.28895206,-5.82842386,467.78894814,-1.17755029,133.36312332,1.74881849,0.00008634,-1.17755029,-173.62612959,-454.38550789,259.39217842,303.59849044,277.77196341,-108.42773678,396.85491605,277.77196341,1302.8964067398,4953.1519980662,3951.2413833171,1220.1495965046,4974.1822166857,3951.2413833171,37.83286757,75.26254586,98527.55698787,-90.00000000,85.00000000,0.00000000,228.6046,134.2273,37.64910624,76.09198674,
228.3000,228.6046,322,0.000001,0.000041,192.513100,278.147476,-358.35814165,2041.64185835,0.00000000,-0.04882556,0.00236394,-0.27120048,0.00000000,0.00000000,0.00000000,-22719.07099815,0.00000000,1987.66115818,-9.46629993,0.00000098,0.82807915,-0.96611769,0.00000010,0.08451263,-1.78807232,-7.28895206,-5.82842386,467.78894814,-1.17755029,133.36312332,1.74881849,0.00008634,-1.17755029,-173.62612959,-454.38550789,259.39217842,303.59849044,277.77196341,-108.42773678,396.85491605,277.77196341,1302.8964067398,4953.1519980662,3951.2413833171,1220.1495965046,4974.1822166857,3951.2413833171,37.83286757,75.26254586,98527.55698787,-90.00000000,85.00000000,0.00000000,228.6046,134.2273,37.64910624,76.09198674,
228.9000,229.6046,322,0.000001,0.000038,193.239189,278.671518,-358.35814165,2041.64185835,0.00000000,-0.04340406,0.00214891,-0.24731503,0.00000000,0.00000000,0.00000000,-22715.91681717,0.00000000,1987.38520310,-9.46498343,0.00000090,0.82797412,-0.96598333,0.00000009,0.08450191,-1.78752989,-7.28801218,-5.82761253,458.33291579,-1.18224987,134.23029492,1.71379494,0.00007676,-1.18224987,-173.66585383,-444.88987961,257.53354375,296.32953819,271.94394666,-110.21553734,389.56643572,271.94394666,1303.1548696867,4953.4519619686,3951.5162412045,1220.0402748223,4974.5754272833,3951.5162412045,37.83285711,75.26060336,98977.19457221,-90.00000000,85.00000000,0.00000000,229.6046,133.2851,37.64905392,76.09593056,
229.5000,229.6046,322,0.000001,0.000038,193.239189,278.671518,-358.35814165,2041.64185835,0.00000000,-0.04340406,0.00214891,-0.24731503,0.00000000,0.00000000,0.00000000,-22715.91681717,0.00000000,1987.38520310,-9.46498343,0.00000090,0.82797412,-0.96598333,0.00000009,0.08450191,-1.78752989,-7.28801218,-5.82761253,458.33291579,-1.18224987,134.23029492,1.71379494,0.00007676,-1.18224987,-173.66585383,-444.88987961,257.53354375,296.32953819,271.94394666,-110.21553734,389.56643572,271.94394666,1303.1548696867,4953.4519619686,3951.5162412045,1220.0402748223,4974.5754272833,3951.5162412045,37.83285711,75.26060336,98977.19457221,-90.00000000,85.00000000,0.00000000,229.6046,133.2851,37.64905392,76.09593056,
230.1000,230.6046,322,0.000001,0.000035,193.998759,279.218671,-358.35814165,2041.64185835,0.00000000,-0.03863989,0.00195677,-0.22592028,0.00000000,0.00000000,0.00000000,-22712.82987902,0.00000000,1987.11513101,-9.46369522,0.00000082,0.82787050,-0.96585186,0.00000008,0.08449134,-1.78699393,-7.28709373,-5.82681855,448.87811124,-1.18694997,135.09652452,1.67885851,0.00006833,-1.18694997,-173.70474665,-435.39555657,255.67387589,289.06191789,266.11673257,-112.00279871,382.27888455,266.11673257,1303.4114734829,4953.7446575866,3951.7852714780,1219.9291656097,4974.9613498669,3951.7852714780,37.83284660,75.25866054,99417.33718324,-90.00000000,85.00000000,0.00000000,230.6046,132.3434,37.64900187,76.09987246,
230.7000,231.6046,322,0.000001,0.000033,194.790242,279.787674,-358.35814165,2041.64185835,0.00000000,-0.03444790,0.00178486,-0.20673232,0.00000000,0.00000000,0.00000000,-22709.81013375,0.00000000,1986.85093753,-9.46243524,0.00000074,0.82776842,-0.96572327,0.00000008,0.08448092,-1.78646430,-7.28619671,-5.82604189,439.42450627,-1.19165062,135.96181382,1.64402980,0.00006092,-1.19165062,-173.74280730,-425.90251049,253.81316841,281.79560829,260.29030379,-113.78952730,374.99224112,260.29030379,1303.6662170920,4954.0300862413,3952.0484749314,1219.8162694025,4975.3399853550,3952.0484749314,37.83283605,75.25671743,99847.98611204,-90.00000000,85.00000000,0.00000000,231.6046,131.4021,37.64895009,76.10381240,
231.3000,231.6046,322,0.000001,0.000033,194.790242,279.787674,-358.35814165,2041.64185835,0.00000000,-0.03444790,0.00178486,-0.20673232,0.00000000,0.00000000,0.00000000,-22709.81013375,0.00000000,1986.85093753,-9.46243524,0.00000074,0.82776842,-0.96572327,0.00000008,0.08448092,-1.78646430,-7.28619671,-5.82604189,439.42450627,-1.19165062,135.96181382,1.64402980,0.00006092,-1.19165062,-173.74280730,-425.90251049,253.81316841,281.79560829,260.29030379,-113.78952730,374.99224112,260.29030379,1303.6662170920,4954.0300862413,3952.0484749314,1219.8162694025,4975.3399853550,3952.0484749314,37.83283605,75.25671743,99847.98611204,-90.00000000,85.00000000,0.00000000,231.6046,131.4021,37.64895009,76.10381240,
231.9000,232.6046,322,0.000001,0.000031,195.612103,280.377295,-358.35814165,2041.64185835,0.00000000,-0.03075441,0.00163083,-0.18950087,0.00000000,0.00000000,0.00000000,-22706.85753253,0.00000000,1986.59261839,-9.46120345,0.00000068,0.82766797,-0.96559755,0.00000007,0.08447067,-1.78594090,-7.28532110,-5.82528253,429.97207272,-1.19635184,136.82616463,1.60932879,0.00005439,-1.19635184,-173.78003512,-416.41071316,251.95141500,274.53058816,254.46464302,-115.57572939,367.70648400,254.46464302,1303.9190994711,4954.3082492330,3952.3058523415,1219.7015867305,4975.7113346446,3952.3058523415,37.83282546,75.25477402,100269.14262148,-90.00000000,85.00000000,0.00000000,232.6046,130.4612,37.64889859,76.10775038,
