Time [s],Burn Time [s],distance surface,AirDensity [kg/m3],AirPressure [kPa],AirTemprature [K],SpeedOfSound [m/s],Propellant Mass [kg],Mass [kg],Thrust [N],Fx-aero [N],Fy-aero [N],Fz-aero [N],Fx-thrust [N],Fy-thrust [N],Fz-thrust [N],Fx-gravity [N],Fy-gravity [N],Fz-gravity [N],Accx-body [m/s2],Accy-body [m/s2],Accz-body [m/s2],Gccx-body [G],Gccy-body [G],Gccz-body [G],Accx-ECI [m/s2],Accy-ECI [m/s2],Accz-ECI [m/s2],Vx-body [m/s],Vy-body [m/s],Vz-body [m/s],MachNumber [-],DynamicPressure [kPa],Vx-NED [m/s],Vy-NED [m/s],Vz-NED [m/s],Vx-ECEF [m/s],Vy-ECEF [m/s],Vz-ECEF [m/s],Vx-ECI [m/s],Vy-ECI [m/s],Vz-ECI [m/s],X-ECEF [km],Y-ECEF [km],Z-ECEF [km],X-ECI [km],Y-ECI [km],Z-ECI [km],Latitude [deg],Longitude [deg],Altitude [m],Azimuth [deg],Elvation [deg],Roll [deg],Time [s],Time of IIP [s],Latitude of IIP [deg],Longitude of IIP [deg],
65.1000,65.8500,322,0.435267,28.231946,225.955386,301.339684,-4160.99114754,8839.00885246,189113.06725943,-8147.15077013,156.23524459,-9957.39569472,189113.06725943,0.00000000,-0.00000000,-126512.59728592,0.00000000,11068.41805574,4.18871686,0.01201810,0.08546326,0.42749474,0.00122655,0.00872226,1.24458385,3.07045211,2.56439705,287.31894392,-0.22065653,14.05758040,0.95461280,18.00915718,-0.22065653,-39.04558302,-285.00040973,94.30309786,208.22695872,174.63762248,-263.70504015,299.37790105,174.63762248,1267.3107878225,4889.7683761458,3896.7751756100,1243.8162952975,4895.7974252250,3896.7751756100,37.83388077,75.47001300,9582.82535756,-90.00000000,85.00000000,0.00000000,65.8500,55.2653,37.64804572,75.75164482,
65.7000,65.8500,322,0.435267,28.231946,225.955386,301.339684,-4160.99114754,8839.00885246,189113.06725943,-8147.15077013,156.23524459,-9957.39569472,189113.06725943,0.00000000,-0.00000000,-126512.59728592,0.00000000,11068.41805574,4.18871686,0.01201810,0.08546326,0.42749474,0.00122655,0.00872226,1.24458385,3.07045211,2.56439705,287.31894392,-0.22065653,14.05758040,0.95461280,18.00915718,-0.22065653,-39.04558302,-285.00040973,94.30309786,208.22695872,174.63762248,-263.70504015,299.37790105,174.63762248,1267.3107878225,4889.7683761458,3896.7751756100,1243.8162952975,4895.7974252250,3896.7751756100,37.83388077,75.47001300,9582.82535756,-90.00000000,85.00000000,0.00000000,65.8500,55.2653,37.64804572,75.75164482,
66.3000,66.8500,322,0.420219,27.031490,224.094981,300.096579,-4224.64435392,8775.35564608,189150.78069872,-8097.55534241,153.88274988,-9836.98822435,189150.78069872,0.00000000,-0.00000000,-126501.22596902,0.00000000,11067.42319442,4.19630765,0.01183713,0.09464884,0.42826945,0.00120808,0.00965973,1.25523600,3.07340106,2.56840123,291.53099710,-0.22186754,14.17735100,0.97260557,17.89952722,-0.22186754,-39.53200249,-289.18599608,95.60515848,211.30491907,177.20398874,-262.45515953,302.44979104,177.20398874,1267.4057410058,4889.9781418667,3896.9510960820,1243.5532143101,4896.0983388253,3896.9510960820,37.83387878,75.46956738,9869.91800122,-90.00000000,85.00000000,0.00000000,66.8500,56.4896,37.64805800,75.75599848,
66.9000,67.8500,322,0.405363,25.856232,222.207602,298.830166,-4288.31012038,8711.68987962,189187.70252356,-8038.85994267,151.50847503,-9714.33753538,189187.70252356,0.00000000,-0.00000000,-126489.69029685,0.00000000,11066.41395388,4.20455018,0.01165450,0.10400588,0.42911067,0.00118944,0.01061470,1.26623221,3.07678184,2.57279317,295.75095672,-0.22322162,14.30683016,0.99085339,17.76978190,-0.22322162,-40.02878265,-293.37861263,96.91873224,214.38571022,179.77455386,-261.19445435,305.52484687,179.77455386,1267.5020019774,4890.1909869278,3897.1295849873,1243.2913885869,4896.4023258625,3897.1295849873,37.83387677,75.46911620,10161.19969352,-90.00000000,85.00000000,0.00000000,67.8500,57.6946,37.64807047,75.76032379,
67.5000,67.8500,322,0.405363,25.856232,222.207602,298.830166,-4288.31012038,8711.68987962,189187.70252356,-8038.85994267,151.50847503,-9714.33753538,189187.70252356,0.00000000,-0.00000000,-126489.69029685,0.00000000,11066.41395388,4.20455018,0.01165450,0.10400588,0.42911067,0.00118944,0.01061470,1.26623221,3.07678184,2.57279317,295.75095672,-0.22322162,14.30683016,0.99085339,17.76978190,-0.22322162,-40.02878265,-293.37861263,96.91873224,214.38571022,179.77455386,-261.19445435,305.52484687,179.77455386,1267.5020019774,4890.1909869278,3897.1295849873,1243.2913885869,4896.4023258625,3897.1295849873,37.83387677,75.46911620,10161.19969352,-90.00000000,85.00000000,0.00000000,67.8500,57.6946,37.64807047,75.76032379,
68.1000,68.8500,322,0.390708,24.706721,220.293209,297.540121,-4351.98817746,8648.01182254,189223.81546442,-7971.20169041,149.11123333,-9589.37127741,189223.81546442,0.00000000,-0.00000000,-126477.99004637,0.00000000,11065.39031460,4.21343259,0.01147009,0.11353993,0.43001720,0.00117062,0.01158773,1.27757441,3.08058406,2.57756525,299.97946748,-0.22471971,14.44619155,1.00936705,17.62022433,-0.22471971,-40.53615273,-297.57888648,98.24416684,217.46975379,182.34970174,-259.92257994,308.60349517,182.34970174,1267.5995824241,4890.4069143715,3897.3106467175,1243.0308291246,4896.7093897167,3897.3106467175,37.83387476,75.46865935,10456.67777928,-90.00000000,85.00000000,0.00000000,68.8500,58.8823,37.64808315,75.76462045,
68.7000,68.8500,322,0.390708,24.706721,220.293209,297.540121,-4351.98817746,8648.01182254,189223.81546442,-7971.20169041,149.11123333,-9589.37127741,189223.81546442,0.00000000,-0.00000000,-126477.99004637,0.00000000,11065.39031460,4.21343259,0.01147009,0.11353993,0.43001720,0.00117062,0.01158773,1.27757441,3.08058406,2.57756525,299.97946748,-0.22471971,14.44619155,1.00936705,17.62022433,-0.22471971,-40.53615273,-297.57888648,98.24416684,217.46975379,182.34970174,-259.92257994,308.60349517,182.34970174,1267.5995824241,4890.4069143715,3897.3106467175,1243.0308291246,4896.7093897167,3897.3106467175,37.83387476,75.46865935,10456.67777928,-90.00000000,85.00000000,0.00000000,68.8500,58.8823,37.64808315,75.76462045,
69.3000,69.8500,322,0.376263,23.583625,218.351757,296.226103,-4415.67824930,8584.32175070,189259.09855518,-7894.78921368,146.69070155,-9462.06991565,189259.09855518,0.00000000,-0.00000000,-126466.12497115,0.00000000,11064.35225503,4.22293726,0.01128390,0.12325249,0.43098723,0.00115162,0.01257898,1.28925905,3.08479423,2.58270658,304.21715942,-0.22636282,14.59561258,1.02815778,17.45131567,-0.22636282,-41.05434435,-301.78742983,99.58180945,220.55745942,184.92980710,-258.63919224,311.68615072,184.92980710,1267.6984943806,4890.6259276562,3897.4942860434,1242.7715472649,4897.0195341888,3897.4942860434,37.83387273,75.46819670,10756.36022332,-90.00000000,85.00000000,0.00000000,69.8500,60.0543,37.64809602,75.76888807,
69.9000,70.8500,322,0.361569,22.485990,216.649994,295.069500,-4479.38005130,8520.61994870,189293.58177633,-7799.69428259,144.05941692,-9320.30426022,189293.58177633,0.00000000,-0.00000000,-126454.09480217,0.00000000,11063.29975162,4.23383021,0.01108149,0.13407658,0.43209895,0.00113096,0.01368367,1.30238628,3.08969794,2.58862398,308.46469374,-0.22815285,14.75533248,1.04659236,17.24110972,-0.22815285,-41.58365348,-306.00488049,100.93207476,223.64924070,187.51525963,-257.34387984,314.77323270,187.51525963,1267.7987502198,4890.8480306411,3897.6805081027,1242.5135546843,4897.3327634857,3897.6805081027,37.83387069,75.46772814,11060.25558911,-90.00000000,85.00000000,0.00000000,70.8500,61.2121,37.64810909,75.77312616,
70.5000,70.8500,322,0.361569,22.485990,216.649994,295.069500,-4479.38005130,8520.61994870,189293.58177633,-7799.69428259,144.05941692,-9320.30426022,189293.58177633,0.00000000,-0.00000000,-126454.09480217,0.00000000,11063.29975162,4.23383021,0.01108149,0.13407658,0.43209895,0.00113096,0.01368367,1.30238628,3.08969794,2.58862398,308.46469374,-0.22815285,14.75533248,1.04659236,17.24110972,-0.22815285,-41.58365348,-306.00488049,100.93207476,223.64924070,187.51525963,-257.34387984,314.77323270,187.51525963,1267.7987502198,4890.8480306411,3897.6805081027,1242.5135546843,4897.3327634857,3897.6805081027,37.83387069,75.46772814,11060.25558911,-90.00000000,85.00000000,0.00000000,70.8500,61.2121,37.64810909,75.77312616,
71.1000,71.8500,322,0.344481,21.423300,216.649994,295.069500,-4543.09329313,8456.90670687,189326.96718952,-7637.74378759,140.36543761,-9108.68228193,189326.96718952,0.00000000,-0.00000000,-126441.89920066,0.00000000,11062.23277475,4.24979417,0.01079734,0.15027311,0.43372821,0.00110196,0.01533667,1.32203168,3.09673623,2.59728821,312.72601620,-0.23015134,14.92946329,1.06104583,16.88312053,-0.23015134,-42.12852039,-310.23481083,102.29998006,226.74675012,190.10820193,-256.03163548,317.86642360,190.10820193,1267.9003645507,4891.0732280830,3897.8693191114,1242.2568652896,4897.6490827273,3897.8693191114,37.83386863,75.46725352,11368.37423168,-90.00000000,85.00000000,0.00000000,71.8500,62.3573,37.64812233,75.77733114,
71.7000,71.8500,322,0.344481,21.423300,216.649994,295.069500,-4543.09329313,8456.90670687,189326.96718952,-7637.74378759,140.36543761,-9108.68228193,189326.96718952,0.00000000,-0.00000000,-126441.89920066,0.00000000,11062.23277475,4.24979417,0.01079734,0.15027311,0.43372821,0.00110196,0.01533667,1.32203168,3.09673623,2.59728821,312.72601620,-0.23015134,14.92946329,1.06104583,16.88312053,-0.23015134,-42.12852039,-310.23481083,102.29998006,226.74675012,190.10820193,-256.03163548,317.86642360,190.10820193,1267.9003645507,4891.0732280830,3897.8693191114,1242.2568652896,4897.6490827273,3897.8693191114,37.83386863,75.46725352,11368.37423168,-90.00000000,85.00000000,0.00000000,71.8500,62.3573,37.64812233,75.77733114,
72.3000,72.8500,322,0.327984,20.397345,216.649994,295.069500,-4606.81757647,8393.18242353,189359.19849502,-7472.23230996,136.78647874,-8903.25207076,189359.19849502,0.00000000,-0.00000000,-126429.53768826,0.00000000,11061.15128255,4.26595604,0.01052204,0.16599225,0.43537767,0.00107386,0.01694094,1.34127725,3.10406710,2.60610587,317.00338698,-0.23238614,15.11998377,1.07555628,16.51725983,-0.23238614,-42.69111331,-314.47929997,103.68804247,229.85104845,192.70988726,-254.69994950,320.96680271,192.70988726,1268.0033568985,4891.3015264048,3898.0607274212,1242.0014978934,4897.9684987295,3898.0607274212,37.83386655,75.46677264,11680.73006426,-90.00000000,85.00000000,0.00000000,72.8500,63.4914,37.64813573,75.78150077,
72.9000,73.8500,322,0.312070,19.407628,216.649994,295.069500,-4670.55251526,8329.44748474,189390.29139703,-7303.56467349,133.30937657,-8703.23105089,189390.29139703,0.00000000,-0.00000000,-126417.00975790,0.00000000,11060.05523066,4.28228592,0.01025457,0.18129417,0.43704428,0.00104657,0.01850264,1.36017190,3.11165017,2.61505469,321.29698663,-0.23484758,15.32644659,1.09012424,16.14442250,-0.23484758,-43.27100234,-318.73856676,105.09588973,232.96240381,195.32045748,-253.34919767,324.07464191,195.32045748,1268.1077472301,4891.5329325327,3898.2547418479,1241.7474717455,4898.2910188198,3898.2547418479,37.83386445,75.46628530,11997.33775803,-90.00000000,85.00000000,0.00000000,73.8500,64.6151,37.64814930,75.78563458,
73.5000,73.8500,322,0.312070,19.407628,216.649994,295.069500,-4670.55251526,8329.44748474,189390.29139703,-7303.56467349,133.30937657,-8703.23105089,189390.29139703,0.00000000,-0.00000000,-126417.00975790,0.00000000,11060.05523066,4.28228592,0.01025457,0.18129417,0.43704428,0.00104657,0.01850264,1.36017190,3.11165017,2.61505469,321.29698663,-0.23484758,15.32644659,1.09012424,16.14442250,-0.23484758,-43.27100234,-318.73856676,105.09588973,232.96240381,195.32045748,-253.34919767,324.07464191,195.32045748,1268.1077472301,4891.5329325327,3898.2547418479,1241.7474717455,4898.2910188198,3898.2547418479,37.83386445,75.46628530,11997.33775803,-90.00000000,85.00000000,0.00000000,73.8500,64.6151,37.64814930,75.78563458,
74.1000,74.8500,322,0.296731,18.453671,216.649994,295.069500,-4734.29772901,8265.70227099,189420.26084074,-7132.16445810,129.92298714,-8507.95520845,189420.26084074,0.00000000,-0.00000000,-126404.31489587,0.00000000,11058.94457415,4.29875242,0.00999408,0.19622995,0.43872482,0.00101998,0.02002696,1.37875547,3.11944670,2.62411207,325.60696632,-0.23752701,15.54846136,1.10475016,15.76554484,-0.23752701,-43.86781176,-323.01279581,106.52319543,236.08104519,197.94003264,-251.97970978,327.19017405,197.94003264,1268.2135551638,4891.7674536415,3898.4513713381,1241.4948057432,4898.6166505781,3898.4513713381,37.83386232,75.46579132,12318.21218576,-90.00000000,85.00000000,0.00000000,74.8500,65.7295,37.64816303,75.78973210,
74.7000,74.8500,322,0.296731,18.453671,216.649994,295.069500,-4734.29772901,8265.70227099,189420.26084074,-7132.16445810,129.92298714,-8507.95520845,189420.26084074,0.00000000,-0.00000000,-126404.31489587,0.00000000,11058.94457415,4.29875242,0.00999408,0.19622995,0.43872482,0.00101998,0.02002696,1.37875547,3.11944670,2.62411207,325.60696632,-0.23752701,15.54846136,1.10475016,15.76554484,-0.23752701,-43.86781176,-323.01279581,106.52319543,236.08104519,197.94003264,-251.97970978,327.19017405,197.94003264,1268.2135551638,4891.7674536415,3898.4513713381,1241.4948057432,4898.6166505781,3898.4513713381,37.83386232,75.46579132,12318.21218576,-90.00000000,85.00000000,0.00000000,74.8500,65.7295,37.64816303,75.78973210,
75.3000,75.8500,322,0.281957,17.534895,216.649994,295.069500,-4798.05284253,8201.94715747,189449.12503898,-6958.42419743,126.61711662,-8316.81120129,189449.12503898,0.00000000,-0.00000000,-126391.45258317,0.00000000,11057.81926760,4.31532679,0.00973978,0.21084677,0.44041638,0.00099403,0.02151873,1.39706481,3.12742105,2.63325730,329.93344626,-0.24041660,15.78568572,1.11943441,15.38149454,-0.24041660,-44.48121099,-327.30213672,107.96967007,239.20716392,200.56871068,-250.59177859,330.31359441,200.56871068,1268.3208000103,4892.0050971160,3898.6506249477,1241.2435184733,4898.9454017977,3898.6506249477,37.83386017,75.46529051,12643.36838740,-90.00000000,85.00000000,0.00000000,75.8500,66.8352,37.64817692,75.79379281,
75.9000,76.8500,322,0.267740,16.650726,216.649994,295.069500,-4861.81748708,8138.18251292,189476.90202912,-6782.74461472,123.38313688,-8129.27818056,189476.90202912,0.00000000,-0.00000000,-126378.42229689,0.00000000,11056.67926527,4.33197962,0.00949101,0.22518470,0.44211595,0.00096864,0.02298204,1.41512987,3.13553932,2.64246975,334.27651878,-0.24350930,16.03782217,1.13417725,14.99315741,-0.24350930,-45.11091169,-331.60670740,109.43505896,242.34091697,203.20656947,-249.18566194,333.44506398,203.20656947,1268.4295008086,4892.2458705146,3898.8525118200,1240.9936282477,4899.2772804504,3898.8525118200,37.83385800,75.46478267,12972.82153637,-90.00000000,85.00000000,0.00000000,76.8500,67.9330,37.64819099,75.79781616,
76.5000,76.8500,322,0.267740,16.650726,216.649994,295.069500,-4861.81748708,8138.18251292,189476.90202912,-6782.74461472,123.38313688,-8129.27818056,189476.90202912,0.00000000,-0.00000000,-126378.42229689,0.00000000,11056.67926527,4.33197962,0.00949101,0.22518470,0.44211595,0.00096864,0.02298204,1.41512987,3.13553932,2.64246975,334.27651878,-0.24350930,16.03782217,1.13417725,14.99315741,-0.24350930,-45.11091169,-331.60670740,109.43505896,242.34091697,203.20656947,-249.18566194,333.44506398,203.20656947,1268.4295008086,4892.2458705146,3898.8525118200,1240.9936282477,4899.2772804504,3898.8525118200,37.83385800,75.46478267,12972.82153637,-90.00000000,85.00000000,0.00000000,76.8500,67.9330,37.64819099,75.79781616,
77.1000,77.8500,322,0.254068,15.800501,216.649994,295.069500,-4925.59130012,8074.40869988,189503.61261405,-6605.49544073,120.21314458,-7944.87406578,189503.61261405,0.00000000,-0.00000000,-126365.22351144,0.00000000,11055.52452117,4.34868413,0.00924716,0.23928080,0.44382079,0.00094375,0.02442067,1.43297844,3.14377038,2.65173058,338.63624707,-0.24679871,16.30461052,1.14897889,14.60135071,-0.24679871,-45.75666019,-335.92659347,110.91913465,245.48242828,205.85366656,-247.76159028,336.58471082,205.85366656,1268.5396763569,4892.4897815363,3899.0570411662,1240.7451531342,4899.6122946518,3899.0570411662,37.83385579,75.46426763,13306.58690778,-90.00000000,85.00000000,0.00000000,77.8500,69.0234,37.64820522,75.80180158,
77.7000,77.8500,322,0.254068,15.800501,216.649994,295.069500,-4925.59130012,8074.40869988,189503.61261405,-6605.49544073,120.21314458,-7944.87406578,189503.61261405,0.00000000,-0.00000000,-126365.22351144,0.00000000,11055.52452117,4.34868413,0.00924716,0.23928080,0.44382079,0.00094375,0.02442067,1.43297844,3.14377038,2.65173058,338.63624707,-0.24679871,16.30461052,1.14897889,14.60135071,-0.24679871,-45.75666019,-335.92659347,110.91913465,245.48242828,205.85366656,-247.76159028,336.58471082,205.85366656,1268.5396763569,4892.4897815363,3899.0570411662,1240.7451531342,4899.6122946518,3899.0570411662,37.83385579,75.46426763,13306.58690778,-90.00000000,85.00000000,0.00000000,77.8500,69.0234,37.64820522,75.80180158,
78.3000,78.8500,322,0.240932,14.983587,216.649994,295.069500,-4989.37392592,8010.62607408,189529.27673845,-6427.05987262,117.10067984,-7763.20416398,189529.27673845,0.00000000,-0.00000000,-126351.85569985,0.00000000,11054.35498920,4.36541240,0.00900774,0.25316545,0.44552805,0.00091932,0.02583772,1.45063167,3.15208434,2.66102073,343.01266675,-0.25027900,16.58582397,1.16383942,14.20692150,-0.25027900,-46.41823364,-340.26185019,112.42169367,248.63179115,208.51004046,-246.31976996,339.73263240,208.51004046,1268.6513452386,4892.7368379886,3899.2642222455,1240.4981109830,4899.9504526305,3899.2642222455,37.83385356,75.46374520,13644.67984721,-90.00000000,85.00000000,0.00000000,78.8500,70.1071,37.64821964,75.80574845,
78.9000,79.8500,322,0.228322,14.199317,216.649994,295.069500,-5053.16501593,7946.83498407,189553.91529911,-6247.81029253,114.04020117,-7583.92793837,189553.91529911,0.00000000,-0.00000000,-126338.31833491,0.00000000,11053.17062323,4.38213744,0.00877232,0.26686482,0.44723499,0.00089529,0.02723586,1.46810696,3.16045326,2.67032197,347.40578710,-0.25394484,16.88126515,1.17875886,13.81069294,-0.25394484,-47.09543625,-344.61250399,113.94255311,251.78907036,211.17571155,-244.86038663,342.88889768,211.17571155,1268.7645258441,4892.9870477577,3899.4740643464,1240.2525194483,4900.2917626981,3899.4740643464,37.83385129,75.46321522,13987.11574089,-90.00000000,85.00000000,0.00000000,79.8500,71.1846,37.64823423,75.80965616,
79.5000,79.8500,322,0.228322,14.199317,216.649994,295.069500,-5053.16501593,7946.83498407,189553.91529911,-6247.81029253,114.04020117,-7583.92793837,189553.91529911,0.00000000,-0.00000000,-126338.31833491,0.00000000,11053.17062323,4.38213744,0.00877232,0.26686482,0.44723499,0.00089529,0.02723586,1.46810696,3.16045326,2.67032197,347.40578710,-0.25394484,16.88126515,1.17875886,13.81069294,-0.25394484,-47.09543625,-344.61250399,113.94255311,251.78907036,211.17571155,-244.86038663,342.88889768,211.17571155,1268.7645258441,4892.9870477577,3899.4740643464,1240.2525194483,4900.2917626981,3899.4740643464,37.83385129,75.46321522,13987.11574089,-90.00000000,85.00000000,0.00000000,79.8500,71.1846,37.64823423,75.80965616,
80.1000,80.8500,322,0.216224,13.446970,216.649994,295.069500,-5116.96422878,7883.03577122,189577.55097517,-6068.09416430,111.02674303,-7406.73729598,189577.55097517,0.00000000,-0.00000000,-126324.61089035,0.00000000,11051.97137723,4.39883430,0.00854052,0.28040262,0.44893904,0.00087163,0.02861751,1.48541995,3.16885145,2.67961748,351.81559090,-0.25779131,17.19076095,1.19373717,13.41343307,-0.25779131,-47.78809405,-348.97855282,115.48154568,254.95430363,213.85068245,-243.38361018,346.05354863,213.85068245,1268.8792363890,4893.2404187809,3899.6865767687,1240.0083960072,4900.6362332214,3899.6865767687,37.83384899,75.46267750,14333.90998724,-90.00000000,85.00000000,0.00000000,80.8500,72.2563,37.64824900,75.81352407,
80.7000,80.8500,322,0.216224,13.446970,216.649994,295.069500,-5116.96422878,7883.03577122,189577.55097517,-6068.09416430,111.02674303,-7406.73729598,189577.55097517,0.00000000,-0.00000000,-126324.61089035,0.00000000,11051.97137723,4.39883430,0.00854052,0.28040262,0.44893904,0.00087163,0.02861751,1.48541995,3.16885145,2.67961748,351.81559090,-0.25779131,17.19076095,1.19373717,13.41343307,-0.25779131,-47.78809405,-348.97855282,115.48154568,254.95430363,213.85068245,-243.38361018,346.05354863,213.85068245,1268.8792363890,4893.2404187809,3899.6865767687,1240.0083960072,4900.6362332214,3899.6865767687,37.83384899,75.46267750,14333.90998724,-90.00000000,85.00000000,0.00000000,80.8500,72.2563,37.64824900,75.81352407,
81.3000,81.8500,322,0.204628,12.725820,216.649994,295.069500,-5180.77123078,7819.22876922,189600.20656704,-5888.25476779,108.05623101,-7231.37844782,189600.20656704,0.00000000,-0.00000000,-126310.73284192,0.00000000,11050.75720532,4.41547838,0.00831202,0.29379837,0.45063772,0.00084831,0.02998466,1.50258238,3.17725472,2.68889095,356.24203626,-0.26181389,17.51415993,1.20877421,13.01590073,-0.26181389,-48.49605253,-353.35996814,117.03851775,258.12750377,216.53493922,-241.88959674,349.22660230,216.53493922,1268.9954949285,4893.4969590208,3899.9017688068,1239.7657579736,4900.9838725965,3899.9017688068,37.83384666,75.46213187,14685.07796913,-90.00000000,85.00000000,0.00000000,81.8500,73.3227,37.64826396,75.81735151,
81.9000,82.8500,322,0.193522,12.035123,216.649994,295.069500,-5244.58569586,7755.41430414,189621.90545854,-5708.62330175,105.12526940,-7057.63872248,189621.90545854,0.00000000,-0.00000000,-126296.68366844,0.00000000,11049.52806191,4.43204604,0.00808656,0.30706841,0.45232859,0.00082530,0.03133898,1.51960326,3.18564060,2.69812683,360.68505667,-0.26600832,17.85132792,1.22386977,12.61882801,-0.26600832,-49.21917224,-357.75669540,118.61332518,261.30866005,219.22845173,-240.37849276,352.40805221,219.22845173,1269.1133193696,4893.7566764408,3900.1196497326,1239.5246225105,4901.3346892250,3900.1196497326,37.83384429,75.46157817,15040.63502792,-90.00000000,85.00000000,0.00000000,82.8500,74.3841,37.64827910,75.82113781,
82.5000,82.8500,322,0.193522,12.035123,216.649994,295.069500,-5244.58569586,7755.41430414,189621.90545854,-5708.62330175,105.12526940,-7057.63872248,189621.90545854,0.00000000,-0.00000000,-126296.68366844,0.00000000,11049.52806191,4.43204604,0.00808656,0.30706841,0.45232859,0.00082530,0.03133898,1.51960326,3.18564060,2.69812683,360.68505667,-0.26600832,17.85132792,1.22386977,12.61882801,-0.26600832,-49.21917224,-357.75669540,118.61332518,261.30866005,219.22845173,-240.37849276,352.40805221,219.22845173,1269.1133193696,4893.7566764408,3900.1196497326,1239.5246225105,4901.3346892250,3900.1196497326,37.83384429,75.46157817,15040.63502792,-90.00000000,85.00000000,0.00000000,82.8500,74.3841,37.64827910,75.82113781,
83.1000,83.8500,322,0.182893,11.374118,216.649994,295.069500,-5308.40730619,7691.59269381,189642.67153597,-5529.51837921,102.23108506,-6885.34364102,189642.67153597,0.00000000,-0.00000000,-126282.46285280,0.00000000,11048.28390175,4.44851464,0.00786393,0.32022617,0.45400935,0.00080258,0.03268185,1.53648911,3.19398821,2.70731042,365.14456341,-0.27037062,18.20214662,1.23902356,12.22291921,-0.27037062,-49.95732759,-362.16865650,120.20583268,264.49774042,221.93117522,-238.85043574,355.59787057,221.93117522,1269.2327274791,4894.0195789826,3900.3402287808,1239.2850066392,4901.6886914907,3900.3402287808,37.83384188,75.46101621,15400.59643838,-90.00000000,85.00000000,0.00000000,83.8500,75.4408,37.64829443,75.82488227,
83.7000,83.8500,322,0.182893,11.374118,216.649994,295.069500,-5308.40730619,7691.59269381,189642.67153597,-5529.51837921,102.23108506,-6885.34364102,189642.67153597,0.00000000,-0.00000000,-126282.46285280,0.00000000,11048.28390175,4.44851464,0.00786393,0.32022617,0.45400935,0.00080258,0.03268185,1.53648911,3.19398821,2.70731042,365.14456341,-0.27037062,18.20214662,1.23902356,12.22291921,-0.27037062,-49.95732759,-362.16865650,120.20583268,264.49774042,221.93117522,-238.85043574,355.59787057,221.93117522,1269.2327274791,4894.0195789826,3900.3402287808,1239.2850066392,4901.6886914907,3900.3402287808,37.83384188,75.46101621,15400.59643838,-90.00000000,85.00000000,0.00000000,83.8500,75.4408,37.64829443,75.82488227,
84.3000,84.8500,322,0.172729,10.742044,216.649994,295.069500,-5372.23575178,7627.76424822,189662.52873893,-5351.25135074,99.37156386,-6714.36016228,189662.52873893,0.00000000,-0.00000000,-126268.06988288,0.00000000,11047.02468005,4.46486212,0.00764397,0.33328189,0.45567775,0.00078013,0.03401430,1.55324354,3.20227807,2.71642755,369.62044486,-0.27489703,18.56650884,1.25423523,11.82886256,-0.27489703,-50.71040208,-366.59574960,121.81590909,267.69469246,224.64305018,-237.30555890,358.79600920,224.64305018,1269.3537368912,4894.2856745457,3900.5635151337,1239.0469272457,4902.0458877398,3900.5635151337,37.83383943,75.46044584,15764.97738534,-90.00000000,85.00000000,0.00000000,84.8500,76.4933,37.64830996,75.82858421,
84.9000,85.8500,322,0.163018,10.138102,216.649994,295.069500,-5436.07073110,7563.92926890,189681.50213719,-5174.10789997,96.54487236,-6544.57185686,189681.50213719,0.00000000,-0.00000000,-126253.50425246,0.00000000,11045.75035251,4.48106846,0.00742653,0.34624450,0.45733175,0.00075794,0.03533724,1.56986956,3.21049260,2.72546542,374.11256894,-0.27958393,18.94431761,1.26950436,11.43728956,-0.27958393,-51.47828758,-371.03785160,123.44342725,270.89944548,227.36400393,-235.74399135,362.00240161,227.36400393,1269.4763651112,4894.5549709680,3900.7895179076,1238.8104010850,4902.4062862606,3900.7895179076,37.83383693,75.45986688,16133.79294097,-90.00000000,85.00000000,0.00000000,85.8500,77.5417,37.64832567,75.83224290,
85.5000,85.8500,322,0.163018,10.138102,216.649994,295.069500,-5436.07073110,7563.92926890,189681.50213719,-5174.10789997,96.54487236,-6544.57185686,189681.50213719,0.00000000,-0.00000000,-126253.50425246,0.00000000,11045.75035251,4.48106846,0.00742653,0.34624450,0.45733175,0.00075794,0.03533724,1.56986956,3.21049260,2.72546542,374.11256894,-0.27958393,18.94431761,1.26950436,11.43728956,-0.27958393,-51.47828758,-371.03785160,123.44342725,270.89944548,227.36400393,-235.74399135,362.00240161,227.36400393,1269.4763651112,4894.5549709680,3900.7895179076,1238.8104010850,4902.4062862606,3900.7895179076,37.83383693,75.45986688,16133.79294097,-90.00000000,85.00000000,0.00000000,85.8500,77.5417,37.64832567,75.83224290,
86.1000,86.8500,322,0.153747,9.561499,216.649994,295.069500,-5499.91195070,7500.08804930,189699.61665917,-4998.36602909,93.74973738,-6375.89832806,189699.61665917,0.00000000,-0.00000000,-126238.76546207,0.00000000,11044.46087544,4.49711424,0.00721152,0.35912020,0.45896936,0.00073600,0.03665132,1.58636770,3.21861552,2.73441173,378.62078272,-0.28442784,19.33548208,1.28483046,11.04881473,-0.28442784,-52.26088027,-375.49481804,125.08825993,274.11191145,230.09395061,-234.16586209,365.21696393,230.09395061,1269.6006295172,4894.8274760078,3901.0182461393,1238.5754447835,4902.7698952664,3901.0182461393,37.83383440,75.45927917,16507.05804367,-90.00000000,85.00000000,0.00000000,86.8500,78.5864,37.64834159,75.83585764,
