Time [s],Burn Time [s],distance surface,AirDensity [kg/m3],AirPressure [kPa],AirTemprature [K],SpeedOfSound [m/s],Propellant Mass [kg],Mass [kg],Thrust [N],Fx-aero [N],Fy-aero [N],Fz-aero [N],Fx-thrust [N],Fy-thrust [N],Fz-thrust [N],Fx-gravity [N],Fy-gravity [N],Fz-gravity [N],Accx-body [m/s2],Accy-body [m/s2],Accz-body [m/s2],Gccx-body [G],Gccy-body [G],Gccz-body [G],Accx-ECI [m/s2],Accy-ECI [m/s2],Accz-ECI [m/s2],Vx-body [m/s],Vy-body [m/s],Vz-body [m/s],MachNumber [-],DynamicPressure [kPa],Vx-NED [m/s],Vy-NED [m/s],Vz-NED [m/s],Vx-ECEF [m/s],Vy-ECEF [m/s],Vz-ECEF [m/s],Vx-ECI [m/s],Vy-ECI [m/s],Vz-ECI [m/s],X-ECEF [km],Y-ECEF [km],Z-ECEF [km],X-ECI [km],Y-ECI [km],Z-ECI [km],Latitude [deg],Longitude [deg],Altitude [m],Azimuth [deg],Elvation [deg],Roll [deg],Time [s],Time of IIP [s],Latitude of IIP [deg],Longitude of IIP [deg],
1.0000,1.3000,322,1.222192,101.038202,287.994654,340.202259,-81.73973032,12918.26026968,186825.79128393,-10.02010183,0.00000000,0.00000000,186825.79128393,0.00000000,0.00000000,-126892.08945443,0.00000000,0.00000000,4.60951398,0.00000000,0.00000000,0.47044073,0.00000000,0.00000000,1.29739345,3.41044320,2.81660549,6.02036031,-0.02135574,-0.00194823,0.01769653,0.02214929,-0.02135574,-0.52276815,-5.99762082,1.69634952,4.46742340,3.66192908,-354.37579910,96.59757148,3.66192908,1263.8821737796,4882.8493491519,3890.9224179155,1263.4192862146,4882.9691400758,3890.9224179155,37.83399987,75.48799614,23.89853106,-90.00000000,85.00000000,0.00000000,1.3000,nan,nan,nan,
1.5000,1.8500,322,1.221725,100.990510,287.968751,340.186959,-116.32223601,12883.67776399,186827.28954397,-20.34260471,1.79635509,-27.67475121,186827.28954397,0.00000000,-0.00000000,-126891.93088768,0.00000000,11101.60544559,4.60884739,0.00013818,0.85184082,0.47037269,0.00001410,0.08693772,2.10391611,3.14061868,2.77076855,8.56701207,-0.03030541,0.46665748,0.02522074,0.04496703,-0.03030541,-1.21154601,-8.49374012,2.85853044,6.20865697,5.18591995,-353.21794111,98.32484023,5.18591995,1263.8834264212,4882.8522850748,3890.9248510800,1263.2246979952,4883.0227437333,3890.9248510800,37.83399975,75.48799072,27.88366935,-90.00000000,85.00000000,0.00000000,1.8500,nan,nan,nan,
2.1000,2.8500,322,1.220462,100.861635,287.898795,340.145636,-179.20041934,12820.79958066,186831.33827274,-48.54972131,4.24368171,-120.52343604,186831.33827274,0.00000000,-0.00000000,-126891.50265087,0.00000000,11101.56797972,4.60702199,0.00032644,0.84469573,0.47018640,0.00003332,0.08620850,2.09637767,3.14156729,2.77018379,13.19601227,-0.04636660,1.31468244,0.03898748,0.10731845,-0.04636660,-2.45978793,-13.03121533,4.96742289,9.37472608,7.95641252,-351.11744395,101.46587549,7.95641252,1263.8873399686,4882.8600767255,3890.9314222950,1262.8725309310,4883.1226390121,3890.9314222950,37.83399940,75.48796986,38.64625868,-90.00000000,85.00000000,0.00000000,2.8500,nan,nan,nan,
2.7000,2.8500,322,1.220462,100.861635,287.898795,340.145636,-179.20041934,12820.79958066,186831.33827274,-48.54972131,4.24368171,-120.52343604,186831.33827274,0.00000000,-0.00000000,-126891.50265087,0.00000000,11101.56797972,4.60702199,0.00032644,0.84469573,0.47018640,0.00003332,0.08620850,2.09637767,3.14156729,2.77018379,13.19601227,-0.04636660,1.31468244,0.03898748,0.10731845,-0.04636660,-2.45978793,-13.03121533,4.96742289,9.37472608,7.95641252,-351.11744395,101.46587549,7.95641252,1263.8873399686,4882.8600767255,3890.9314222950,1262.8725309310,4883.1226390121,3890.9314222950,37.83399940,75.48796986,38.64625868,-90.00000000,85.00000000,0.00000000,2.8500,nan,nan,nan,
3.3000,3.8500,322,1.218669,100.678635,287.799351,340.086885,-242.08025182,12757.91974818,186837.08741266,-88.84188086,7.68173042,-267.13391066,186837.08741266,0.00000000,-0.00000000,-126890.89390386,0.00000000,11101.51472126,4.60441166,0.00059090,0.83341391,0.46991999,0.00006031,0.08505709,2.08468884,3.14319549,2.76940073,17.82269739,-0.06209052,2.15401426,0.05278797,0.19638367,-0.06209052,-3.69916802,-17.56714193,7.06738334,12.54162828,10.72622151,-349.02656995,104.60820160,10.72622151,1263.8933582884,4882.8710348050,3890.9407636772,1262.5224598983,4883.2256759150,3890.9407636772,37.83399891,75.48793487,53.94558387,-90.00000000,85.00000000,0.00000000,3.8500,nan,nan,nan,
3.9000,4.8500,322,1.216347,100.441803,287.670430,340.010705,-304.96230348,12695.03769652,186844.52768716,-141.06682617,12.05559220,-465.57089278,186844.52768716,0.00000000,-0.00000000,-126890.10472052,0.00000000,11101.44567666,4.60102740,0.00092735,0.81814421,0.46957460,0.00009464,0.08349869,2.06899421,3.14546601,2.76841480,22.44628912,-0.07740435,2.98058348,0.06659628,0.31182615,-0.07740435,-4.92556446,-22.10109924,9.15432934,15.71003002,13.49514636,-346.94940213,107.75248071,13.49514636,1263.9014703952,4882.8851604824,3890.9528744433,1262.1744732204,4883.3318560669,3890.9528744433,37.83399828,75.48788587,73.77988616,-90.00000000,85.00000000,0.00000000,4.8500,nan,nan,nan,
4.5000,4.8500,322,1.216347,100.441803,287.670430,340.010705,-304.96230348,12695.03769652,186844.52768716,-141.06682617,12.05559220,-465.57089278,186844.52768716,0.00000000,-0.00000000,-126890.10472052,0.00000000,11101.44567666,4.60102740,0.00092735,0.81814421,0.46957460,0.00009464,0.08349869,2.06899421,3.14546601,2.76841480,22.44628912,-0.07740435,2.98058348,0.06659628,0.31182615,-0.07740435,-4.92556446,-22.10109924,9.15432934,15.71003002,13.49514636,-346.94940213,107.75248071,13.49514636,1263.9014703952,4882.8851604824,3890.9528744433,1262.1744732204,4883.3318560669,3890.9528744433,37.83399828,75.48788587,73.77988616,-90.00000000,85.00000000,0.00000000,4.8500,nan,nan,nan,
5.1000,5.8500,322,1.213500,100.151523,287.512048,339.917093,-367.84714229,12632.15285771,186853.64710762,-205.02705170,17.29927280,-713.18967831,186853.64710762,0.00000000,-0.00000000,-126889.13519267,0.00000000,11101.36085397,4.59688345,0.00133071,0.79909009,0.46915167,0.00013581,0.08155405,2.04949115,3.14832729,2.76721982,27.06602255,-0.09224024,3.79049762,0.08040288,0.45320929,-0.09224024,-6.13503293,-26.63266453,11.22435061,18.88055476,16.26298135,-344.88985157,110.89933058,16.26298135,1263.9116613030,4882.9024555733,3890.9677536068,1261.8285552192,4883.4411817340,3890.9677536068,37.83399752,75.48782303,98.14698508,-90.00000000,85.00000000,0.00000000,5.8500,nan,nan,nan,
5.7000,5.8500,322,1.213500,100.151523,287.512048,339.917093,-367.84714229,12632.15285771,186853.64710762,-205.02705170,17.29927280,-713.18967831,186853.64710762,0.00000000,-0.00000000,-126889.13519267,0.00000000,11101.36085397,4.59688345,0.00133071,0.79909009,0.46915167,0.00013581,0.08155405,2.04949115,3.14832729,2.76721982,27.06602255,-0.09224024,3.79049762,0.08040288,0.45320929,-0.09224024,-6.13503293,-26.63266453,11.22435061,18.88055476,16.26298135,-344.88985157,110.89933058,16.26298135,1263.9116613030,4882.9024555733,3890.9677536068,1261.8285552192,4883.4411817340,3890.9677536068,37.83399752,75.48782303,98.14698508,-90.00000000,85.00000000,0.00000000,5.8500,nan,nan,nan,
6.3000,6.8500,322,1.210130,99.808151,287.324223,339.806045,-430.73533115,12569.26466885,186864.43444832,-280.48142897,23.33710553,-1006.73785195,186864.43444832,0.00000000,-0.00000000,-126887.98543014,0.00000000,11101.26026278,4.59199751,0.00179516,0.77650172,0.46865302,0.00018321,0.07924871,2.02642239,3.15171608,2.76580862,31.68114893,-0.10653615,4.58009149,0.09420280,0.62000008,-0.10653615,-7.32385692,-31.16141132,13.27375750,22.05376951,19.02951387,-342.85160889,114.04931117,19.02951387,1263.9239122220,4882.9229224893,3890.9853999719,1261.4846864117,4883.5536557723,3890.9853999719,37.83399662,75.48774657,127.04427573,-90.00000000,85.00000000,0.00000000,6.8500,nan,nan,nan,
6.9000,7.8500,322,1.206240,99.412131,287.106973,339.677555,-493.62742907,12506.37257093,186876.87578839,-367.14746054,30.08536586,-1342.43831110,186876.87578839,0.00000000,-0.00000000,-126886.65556098,0.00000000,11101.14391430,4.58639021,0.00231426,0.75066966,0.46808075,0.00023619,0.07661232,2.00006984,3.15555900,2.76417320,36.29093913,-0.12023646,5.34597077,0.10799294,0.81157407,-0.12023646,-8.48859149,-35.68690909,15.29912340,25.23017403,21.79452373,-340.83810187,117.20291407,21.79452373,1263.9382008010,4882.9465641764,3891.0058121270,1261.1428437528,4883.6692815646,3891.0058121270,37.83399560,75.48765673,160.46872475,-90.00000000,85.00000000,0.00000000,7.8500,nan,nan,nan,
7.5000,7.8500,322,1.206240,99.412131,287.106973,339.677555,-493.62742907,12506.37257093,186876.87578839,-367.14746054,30.08536586,-1342.43831110,186876.87578839,0.00000000,-0.00000000,-126886.65556098,0.00000000,11101.14391430,4.58639021,0.00231426,0.75066966,0.46808075,0.00023619,0.07661232,2.00006984,3.15555900,2.76417320,36.29093913,-0.12023646,5.34597077,0.10799294,0.81157407,-0.12023646,-8.48859149,-35.68690909,15.29912340,25.23017403,21.79452373,-340.83810187,117.20291407,21.79452373,1263.9382008010,4882.9465641764,3891.0058121270,1261.1428437528,4883.6692815646,3891.0058121270,37.83399560,75.48765673,160.46872475,-90.00000000,85.00000000,0.00000000,7.8500,nan,nan,nan,
8.1000,8.8500,322,1.201838,98.964208,286.860324,339.531618,-556.52398958,12443.47601042,186890.94771301,-464.70481006,37.45408769,-1716.07882125,186890.94771301,0.00000000,-0.00000000,-126885.14573159,0.00000000,11101.01182135,4.58008440,0.00288108,0.72191792,0.46743718,0.00029404,0.07367796,1.97074785,3.15977410,2.76230474,40.89468631,-0.13329253,6.08504909,0.12177112,1.02722316,-0.13329253,-9.62610040,-40.20872271,17.29732062,28.41019145,24.55778245,-338.85245946,120.36055315,24.55778245,1263.9545014090,4882.9733840427,3891.0289884358,1260.8030009161,4883.7880629468,3891.0289884358,37.83399446,75.48755382,198.41686595,-90.00000000,85.00000000,0.00000000,8.8500,nan,nan,nan,
8.7000,8.8500,322,1.201838,98.964208,286.860324,339.531618,-556.52398958,12443.47601042,186890.94771301,-464.70481006,37.45408769,-1716.07882125,186890.94771301,0.00000000,-0.00000000,-126885.14573159,0.00000000,11101.01182135,4.58008440,0.00288108,0.72191792,0.46743718,0.00029404,0.07367796,1.97074785,3.15977410,2.76230474,40.89468631,-0.13329253,6.08504909,0.12177112,1.02722316,-0.13329253,-9.62610040,-40.20872271,17.29732062,28.41019145,24.55778245,-338.85245946,120.36055315,24.55778245,1263.9545014090,4882.9733840427,3891.0289884358,1260.8030009161,4883.7880629468,3891.0289884358,37.83399446,75.48755382,198.41686595,-90.00000000,85.00000000,0.00000000,8.8500,nan,nan,nan,
9.3000,9.8500,322,1.196923,98.464666,286.584302,339.368226,-619.42555945,12380.57444055,186906.64129591,-572.79483910,45.34860484,-2123.09071295,186906.64129591,0.00000000,-0.00000000,-126883.45610691,0.00000000,11100.86399834,4.57310695,0.00348835,0.69059795,0.46672507,0.00035602,0.07048149,1.93879792,3.16427409,2.76019511,45.49170851,-0.14566305,6.79457821,0.13553583,1.26615458,-0.14566305,-10.73358644,-44.72641232,19.26554984,31.59416079,27.31905282,-336.89748236,123.52255729,27.31905282,1263.9727854491,4883.0033858777,3891.0549270293,1260.4651286082,4883.9100041269,3891.0549270293,37.83399320,75.48743815,240.88479558,-90.00000000,85.00000000,0.00000000,9.8500,nan,nan,nan,
9.9000,10.8500,322,1.191505,97.914523,286.278935,339.187373,-682.33267910,12317.66732090,186923.92455139,-691.02886292,53.67180105,-2558.66220181,186923.92455139,0.00000000,-0.00000000,-126881.58687060,0.00000000,11100.70046136,4.56548529,0.00412860,0.65707987,0.46594722,0.00042136,0.06706068,1.90457950,3.16896638,2.75783538,50.08135133,-0.15731433,7.47217141,0.14928608,1.52750916,-0.15731433,-11.80861491,-49.23953402,21.20136296,34.78233178,30.07808918,-334.97562009,126.68916534,30.07808918,1263.9930216993,4883.0365737659,3891.0836257969,1260.1291949091,4884.0351095971,3891.0836257969,37.83399184,75.48731009,287.86816804,-90.00000000,85.00000000,0.00000000,10.8500,nan,nan,nan,
10.5000,10.8500,322,1.191505,97.914523,286.278935,339.187373,-682.33267910,12317.66732090,186923.92455139,-691.02886292,53.67180105,-2558.66220181,186923.92455139,0.00000000,-0.00000000,-126881.58687060,0.00000000,11100.70046136,4.56548529,0.00412860,0.65707987,0.46594722,0.00042136,0.06706068,1.90457950,3.16896638,2.75783538,50.08135133,-0.15731433,7.47217141,0.14928608,1.52750916,-0.15731433,-11.80861491,-49.23953402,21.20136296,34.78233178,30.07808918,-334.97562009,126.68916534,30.07808918,1263.9930216993,4883.0365737659,3891.0836257969,1260.1291949091,4884.0351095971,3891.0836257969,37.83399184,75.48731009,287.86816804,-90.00000000,85.00000000,0.00000000,10.8500,nan,nan,nan,
11.1000,11.8500,322,1.185589,97.314443,285.944257,338.989050,-745.24588002,12254.75411998,186942.77661988,-818.98605456,62.32548020,-3017.81378524,186942.77661988,0.00000000,-0.00000000,-126879.53822521,0.00000000,11100.52122811,4.55725018,0.00479427,0.62174673,0.46510675,0.00048930,0.06345463,1.86846524,3.17375693,2.75521791,54.66298968,-0.16822034,8.11581910,0.16302131,1.81035665,-0.16822034,-12.84912943,-53.74764026,23.10267845,37.97486123,32.83463754,-333.08895559,129.86052267,32.83463754,1264.0151766716,4883.0729519951,3891.1150823784,1259.7951656313,4884.1633840418,3891.1150823784,37.83399037,75.48717001,339.36219184,-90.00000000,85.00000000,0.00000000,11.8500,nan,nan,nan,
11.7000,11.8500,322,1.185589,97.314443,285.944257,338.989050,-745.24588002,12254.75411998,186942.77661988,-818.98605456,62.32548020,-3017.81378524,186942.77661988,0.00000000,-0.00000000,-126879.53822521,0.00000000,11100.52122811,4.55725018,0.00479427,0.62174673,0.46510675,0.00048930,0.06345463,1.86846524,3.17375693,2.75521791,54.66298968,-0.16822034,8.11581910,0.16302131,1.81035665,-0.16822034,-12.84912943,-53.74764026,23.10267845,37.97486123,32.83463754,-333.08895559,129.86052267,32.83463754,1264.0151766716,4883.0729519951,3891.1150823784,1259.7951656313,4884.1633840418,3891.1150823784,37.83399037,75.48717001,339.36219184,-90.00000000,85.00000000,0.00000000,11.8500,nan,nan,nan,
12.3000,12.8500,322,1.179179,96.665171,285.580303,338.773246,-808.16568651,12191.83431349,186963.17409066,-956.21801782,71.21219990,-3495.49653667,186963.17409066,0.00000000,-0.00000000,-126877.31039222,0.00000000,11100.32631798,4.54843428,0.00547786,0.58498691,0.46420702,0.00055906,0.05970297,1.83083338,3.17855153,2.75233599,59.23603046,-0.17836275,8.72389809,0.17674138,2.11370589,-0.17836275,-13.85346125,-58.25028166,24.96779084,41.17181207,35.58843671,-331.23919573,133.03668041,35.58843671,1264.0392149843,4883.1125249632,3891.1492941557,1259.4630046922,4884.2948322437,3891.1492941557,37.83398881,75.48701831,395.36162701,-90.00000000,85.00000000,0.00000000,12.8500,nan,nan,nan,
12.9000,13.8500,322,1.172286,95.967743,285.187111,338.539951,-871.09261387,12128.90738613,186985.08442749,-1102.25412798,80.23702524,-3986.68901410,186985.08442749,0.00000000,-0.00000000,-126874.90361216,0.00000000,11100.11575201,4.53907128,0.00617208,0.54718667,0.46325144,0.00062991,0.05584513,1.79206047,3.18325735,2.74918376,63.79991402,-0.18773074,9.29517322,0.19044651,2.43651657,-0.18773074,-14.82033117,-62.74700836,26.79537267,44.37315385,38.33921931,-329.42766925,136.21759604,38.33921931,1264.0650997390,4883.1552970839,3891.1862582464,1259.1326744913,4884.4294589896,3891.1862582464,37.83398716,75.48685543,455.86078364,-90.00000000,85.00000000,0.00000000,13.8500,nan,nan,nan,
13.5000,13.8500,322,1.172286,95.967743,285.187111,338.539951,-871.09261387,12128.90738613,186985.08442749,-1102.25412798,80.23702524,-3986.68901410,186985.08442749,0.00000000,-0.00000000,-126874.90361216,0.00000000,11100.11575201,4.53907128,0.00617208,0.54718667,0.46325144,0.00062991,0.05584513,1.79206047,3.18325735,2.74918376,63.79991402,-0.18773074,9.29517322,0.19044651,2.43651657,-0.18773074,-14.82033117,-62.74700836,26.79537267,44.37315385,38.33921931,-329.42766925,136.21759604,38.33921931,1264.0650997390,4883.1552970839,3891.1862582464,1259.1326744913,4884.4294589896,3891.1862582464,37.83398716,75.48685543,455.86078364,-90.00000000,85.00000000,0.00000000,13.8500,nan,nan,nan,
14.1000,14.8500,322,1.164914,95.223058,284.764723,338.289154,-934.02716538,12065.97283462,187008.47941689,-1256.60054273,89.30865372,-4486.46472660,187008.47941689,0.00000000,-0.00000000,-126872.31814451,0.00000000,11099.88955290,4.52919698,0.00686990,0.50872499,0.46224368,0.00070113,0.05191978,1.75251669,3.18778539,2.74575730,68.35411502,-0.19632071,9.82879196,0.20413729,2.77769705,-0.19632071,-15.74884411,-67.23737131,28.58446957,47.57876489,41.08671274,-327.65533174,139.40313576,41.08671274,1264.0927928973,4883.2012726949,3891.2259714980,1258.8041362867,4884.5672689781,3891.2259714980,37.83398543,75.48668177,520.85352243,-90.00000000,85.00000000,0.00000000,14.8500,nan,nan,nan,
14.7000,14.8500,322,1.164914,95.223058,284.764723,338.289154,-934.02716538,12065.97283462,187008.47941689,-1256.60054273,89.30865372,-4486.46472660,187008.47941689,0.00000000,-0.00000000,-126872.31814451,0.00000000,11099.88955290,4.52919698,0.00686990,0.50872499,0.46224368,0.00070113,0.05191978,1.75251669,3.18778539,2.74575730,68.35411502,-0.19632071,9.82879196,0.20413729,2.77769705,-0.19632071,-15.74884411,-67.23737131,28.58446957,47.57876489,41.08671274,-327.65533174,139.40313576,41.08671274,1264.0927928973,4883.2012726949,3891.2259714980,1258.8041362867,4884.5672689781,3891.2259714980,37.83398543,75.48668177,520.85352243,-90.00000000,85.00000000,0.00000000,14.8500,nan,nan,nan,
15.3000,15.8500,322,1.157074,94.432191,284.313184,338.020842,-996.96983569,12003.03016431,187033.32521560,-1418.74607962,98.34089716,-4990.07796584,187033.32521560,0.00000000,-0.00000000,-126869.55426769,0.00000000,11099.64774501,4.51884807,0.00756468,0.46996691,0.46118749,0.00077204,0.04796418,1.71255926,3.19205154,2.74205429,72.89814497,-0.20413595,10.32427482,0.21781465,3.13611738,-0.20413595,-16.63847981,-71.72092568,30.33449179,50.78843699,43.83064155,-325.92277397,142.59307932,43.83064155,1264.1222556495,4883.2504559683,3891.2684304837,1258.4773505641,4884.7082667300,3891.2684304837,37.83398362,75.48649780,590.33325674,-90.00000000,85.00000000,0.00000000,15.8500,nan,nan,nan,
15.9000,16.8500,322,1.148773,93.596189,283.832541,337.735002,-1059.92110823,11940.07889177,187059.58901773,-1588.16227343,107.25353854,-5493.01934053,187059.58901773,0.00000000,-0.00000000,-126866.61227875,0.00000000,11099.39035433,4.50806265,0.00825027,0.43125931,0.46008674,0.00084201,0.04401374,1.67252854,3.19597831,2.73807459,77.43155286,-0.21118615,10.78149874,0.23147982,3.51060939,-0.21118615,-17.48907639,-76.19723289,32.04519867,54.00188081,46.57072905,-324.23023748,145.78712560,46.57072905,1264.1534487722,4883.3028508270,3891.3136315006,1258.1522773947,4884.8524565051,3891.3136315006,37.83398175,75.48630394,664.29295803,-90.00000000,85.00000000,0.00000000,16.8500,nan,nan,nan,
